,loss,accuracy,recall,precision,AUROC,AUPRC,f1_score,balanced_accuracy,specificity,miss_rate,fall_out,mcc,true_positives_over_total,false_positives_over_total,true_negatives_over_total,false_negatives_over_total,negative_predictive_value,false_discovery_rate,false_omission_rate,prevalence_threshold,threat_score,fowlkes_mallows_index,informedness,markedness,positive_likelyhood_ratio,negative_likelyhood_ratio,DOR,run_type,model_name,task,holdout_number
0,0.4377226233482361,0.8155286312103271,0.4778234362602234,0.555682361125946,0.8260078430175781,0.5200446844100952,0.5138201713562012,0.6899517774581909,0.9020801186561584,0.5221765637397766,0.09791991114616394,0.40252408385276794,0.09747947752475739,0.07794353365898132,0.718049168586731,0.10652783513069153,0.8708091378211975,0.44431760907173157,0.12919089198112488,0.3116222023963928,0.345732182264328,0.6899517774581909,0.5152844786643982,0.42649149894714355,4.879732608795166,0.5788581967353821,2.225304365158081,train,perc,promoters,1
1,0.4368727207183838,0.8164389133453369,0.4776741862297058,0.5586800575256348,0.8295358419418335,0.5214369297027588,0.5150112509727478,0.690475344657898,0.9032765030860901,0.5223258137702942,0.09672347456216812,0.40453866124153137,0.09746208041906357,0.07698853313922882,0.7189767956733704,0.10657256096601486,0.8709071278572083,0.44131994247436523,0.12909288704395294,0.3103386163711548,0.34681153297424316,0.690475344657898,0.5165917277336121,0.429587185382843,4.938549995422363,0.5782567858695984,2.230760097503662,test,perc,promoters,1
0,0.34679114818573,0.8249399065971375,0.48549169301986694,0.5855715870857239,0.8669251203536987,0.5627453327178955,0.5308558940887451,0.6987149119377136,0.9119381308555603,0.5145083069801331,0.08806188404560089,0.4272187352180481,0.09904385358095169,0.07009661942720413,0.7258960604667664,0.10496345907449722,0.8736688494682312,0.4144284129142761,0.12633116543293,0.2986862361431122,0.3613368570804596,0.6987149119377136,0.5331886410713196,0.4592404365539551,5.513068199157715,0.5641920566558838,2.319114923477173,train,FFNN,promoters,1
1,0.3490203320980072,0.8195424675941467,0.4730127453804016,0.5695716142654419,0.8641616702079773,0.5509346723556519,0.5168207883834839,0.6906916499137878,0.9083705544471741,0.5269872546195984,0.09162946045398712,0.4096965193748474,0.09651098400354385,0.0729338750243187,0.7230314612388611,0.10752364993095398,0.8705400228500366,0.4304283559322357,0.12945997714996338,0.30561819672584534,0.34845471382141113,0.6906916499137878,0.5190516710281372,0.4401116371154785,5.162229061126709,0.5801455974578857,2.2330193519592285,test,FFNN,promoters,1
0,0.4417509138584137,0.7959926724433899,0.0,0.0,0.7441816329956055,0.3638623058795929,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.7959926724433899,0.2040073126554489,0.7959926724433899,0.0,0.2040073126554489,0.0,0.0,0.5,0.0,-0.2040073275566101,0.0,0.9999998807907104,0.9999998807907104,train,CNN,promoters,1
1,0.4423055648803711,0.7959653735160828,0.0,0.0,0.7444655895233154,0.36313945055007935,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.7959653735160828,0.20403464138507843,0.7959653735160828,0.0,0.20403464138507843,0.0,0.0,0.5,0.0,-0.20403462648391724,0.0,0.9999998807907104,0.9999998807907104,test,CNN,promoters,1
0,0.3445453345775604,0.819746196269989,0.6103919744491577,0.5527163743972778,0.8656696081161499,0.5332770347595215,0.5801241993904114,0.7418971061706543,0.8734021782875061,0.3896079957485199,0.1265978068113327,0.46665284037590027,0.12452442944049835,0.10077092796564102,0.6952217817306519,0.07948287576436996,0.8974023461341858,0.44728362560272217,0.10259765386581421,0.31291133165359497,0.4085738956928253,0.7418971061706543,0.5808387398719788,0.4501187205314636,4.8215012550354,0.4460808038711548,2.8744232654571533,train,MMNN,promoters,1
1,0.3467572033405304,0.8181408643722534,0.6180078387260437,0.5482045412063599,0.8629485368728638,0.5255270600318909,0.5810171961784363,0.7437250018119812,0.8694421648979187,0.3819921612739563,0.1305578202009201,0.46677786111831665,0.1260950118303299,0.10391950607299805,0.6920458674430847,0.07793962955474854,0.8987777829170227,0.45179542899131775,0.1012222096323967,0.31489285826683044,0.4094603359699249,0.7437250018119812,0.5820607542991638,0.44698232412338257,4.733591079711914,0.4393531084060669,2.902057647705078,test,MMNN,promoters,1
0,0.33938702940940857,0.8274930119514465,0.5341390371322632,0.5844801068305969,0.8729469776153564,0.5723605155944824,0.5581768155097961,0.7184082865715027,0.9026775360107422,0.4658609926700592,0.09732245653867722,0.4519761800765991,0.10896826535463333,0.07746796309947968,0.7185247540473938,0.09503904730081558,0.8831818103790283,0.4155198931694031,0.11681818962097168,0.29915738105773926,0.3871326446533203,0.7184082865715027,0.558742880821228,0.46766191720962524,5.488337516784668,0.5160878896713257,2.5512404441833496,train,BoostedMMNN,promoters,1
1,0.3415498733520508,0.8216949701309204,0.5213444828987122,0.5687901377677917,0.8701502084732056,0.560245156288147,0.5440348386764526,0.710015058517456,0.8986856341362,0.47865554690361023,0.10131438076496124,0.4341100752353668,0.10637232661247253,0.08064273744821548,0.7153226137161255,0.0976623147726059,0.8798719048500061,0.43120986223220825,0.1201280727982521,0.3059564530849457,0.3736592233181,0.710015058517456,0.5445508360862732,0.44866204261779785,5.145804405212402,0.5326172709465027,2.4484543800354004,test,BoostedMMNN,promoters,1
0,0.4390426576137543,0.8161793947219849,0.4990491271018982,0.5550249218940735,0.8265494704246521,0.5192679166793823,0.5255507230758667,0.6982533931732178,0.8974576592445374,0.5009508728981018,0.10254233330488205,0.41285139322280884,0.10180967301130295,0.08162295073270798,0.7143697142601013,0.10219763964414597,0.8748448491096497,0.4449751079082489,0.12515518069267273,0.31190788745880127,0.35643866658210754,0.6982533931732178,0.5262933373451233,0.42986977100372314,4.866757392883301,0.558188796043396,2.3140385150909424,train,perc,promoters,2
1,0.4402983784675598,0.8159883618354797,0.49754661321640015,0.5547046065330505,0.8247438669204712,0.5246977806091309,0.5245732069015503,0.6975815296173096,0.8976165056228638,0.5024533867835999,0.10238349437713623,0.41184067726135254,0.10151674598455429,0.08149372041225433,0.7144716382026672,0.10251789540052414,0.8745175004005432,0.44529539346694946,0.12548251450061798,0.31206512451171875,0.3555399775505066,0.6975815296173096,0.5253488421440125,0.42922210693359375,4.85963249206543,0.5597639083862305,2.306676149368286,test,perc,promoters,2
0,0.34758931398391724,0.8237760066986084,0.5093552470207214,0.5771583318710327,0.8666350841522217,0.5590913891792297,0.5411412119865417,0.7068575620651245,0.9043598771095276,0.49064475297927856,0.0956401452422142,0.43390730023384094,0.10391219705343246,0.07612885534763336,0.7198638319969177,0.10009511560201645,0.8779266476631165,0.4228416383266449,0.12207332253456116,0.3023194372653961,0.3709346055984497,0.7068575620651245,0.5421979427337646,0.45508497953414917,5.325741767883301,0.5425325632095337,2.4113104343414307,train,FFNN,promoters,2
1,0.3506569564342499,0.8232967853546143,0.5090775489807129,0.5757491588592529,0.8643404245376587,0.5590760707855225,0.5403645634651184,0.7064599990844727,0.9038425087928772,0.4909224808216095,0.09615747630596161,0.43275168538093567,0.10386945307254791,0.07653801888227463,0.7194273471832275,0.10016518831253052,0.8777865767478943,0.42425084114074707,0.12221340090036392,0.3029462993144989,0.3702051639556885,0.7064599990844727,0.5413880348205566,0.4535357356071472,5.294201374053955,0.5431504249572754,2.4066905975341797,test,FFNN,promoters,2
0,0.44256481528282166,0.7959926724433899,0.0,0.0,0.7415213584899902,0.3567797541618347,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.7959926724433899,0.2040073126554489,0.7959926724433899,0.0,0.2040073126554489,0.0,0.0,0.5,0.0,-0.2040073275566101,0.0,0.9999998807907104,0.9999998807907104,train,CNN,promoters,2
1,0.44224295020103455,0.7959653735160828,0.0,0.0,0.7437578439712524,0.3604353666305542,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.7959653735160828,0.20403464138507843,0.7959653735160828,0.0,0.20403464138507843,0.0,0.0,0.5,0.0,-0.20403462648391724,0.0,0.9999998807907104,0.9999998807907104,test,CNN,promoters,2
0,0.3415117561817169,0.8240013122558594,0.49757683277130127,0.580020010471344,0.8699077367782593,0.5598853826522827,0.5356447100639343,0.702619194984436,0.9076616168022156,0.5024231672286987,0.09233841300010681,0.4297661781311035,0.10150931030511856,0.07350070029497147,0.722491979598999,0.10249799489974976,0.8757584691047668,0.419979989528656,0.12424150854349136,0.3010830879211426,0.3657887578010559,0.702619194984436,0.537219226360321,0.45577847957611084,5.388616561889648,0.5535356998443604,2.362691640853882,train,MMNN,promoters,2
1,0.34368598461151123,0.8242478966712952,0.49852797389030457,0.5807373523712158,0.8685175180435181,0.5604354739189148,0.5365016460418701,0.7031348347663879,0.9077416658401489,0.5014720559120178,0.09225834906101227,0.4307441711425781,0.10171697288751602,0.07343444973230362,0.7225309014320374,0.10231766849756241,0.8759558200836182,0.4192626476287842,0.12404417991638184,0.3007909953594208,0.3665885031223297,0.7031348347663879,0.5380648970603943,0.456693172454834,5.403602600097656,0.5524390935897827,2.3685319423675537,test,MMNN,promoters,2
0,0.3391706049442291,0.8267421126365662,0.555364727973938,0.578503429889679,0.8724820017814636,0.568854033946991,0.5666979551315308,0.7258294820785522,0.8962941765785217,0.4446353018283844,0.10370580106973648,0.4586271345615387,0.1132984608411789,0.08254905790090561,0.7134436368942261,0.09070885181427002,0.8871994614601135,0.42149657011032104,0.11280056089162827,0.30173832178115845,0.39537930488586426,0.7258294820785522,0.5668160319328308,0.4657028913497925,5.355189323425293,0.4960818290710449,2.647364377975464,train,BoostedMMNN,promoters,2
1,0.3435210585594177,0.8247985243797302,0.5473503470420837,0.5741121768951416,0.8695743083953857,0.5665380358695984,0.5604119300842285,0.7216343879699707,0.8959184885025024,0.45264965295791626,0.10408150404691696,0.45128780603408813,0.11167842894792557,0.08284527063369751,0.7131201028823853,0.09235621243715286,0.885339617729187,0.425887793302536,0.1146603673696518,0.3036539852619171,0.3892863392829895,0.7216343879699707,0.560571551322937,0.4594517946243286,5.258857727050781,0.5052352547645569,2.592397689819336,test,BoostedMMNN,promoters,2
0,0.4267040491104126,0.8151031136512756,0.5076375603675842,0.5508220791816711,0.8348392248153687,0.5231438279151917,0.5283488631248474,0.7007709741592407,0.8939043879508972,0.49236243963241577,0.10609562695026398,0.41413289308547974,0.10356177389621735,0.0844513401389122,0.7115413546562195,0.10044553130865097,0.8762965798377991,0.44917792081832886,0.12370339781045914,0.3137352466583252,0.3590177595615387,0.7007709741592407,0.5287891626358032,0.4271186590194702,4.784712791442871,0.5507998466491699,2.341921329498291,train,perc,promoters,3
1,0.4262135922908783,0.8167392611503601,0.5029440522193909,0.5563093423843384,0.8337945342063904,0.5276567339897156,0.5282824635505676,0.7000601291656494,0.8971762657165527,0.49705594778060913,0.10282371938228607,0.4157325029373169,0.102618008852005,0.08184412121772766,0.7141212224960327,0.10141663253307343,0.8756445050239563,0.44369062781333923,0.1243555098772049,0.311367928981781,0.35895639657974243,0.7000601291656494,0.5289541482925415,0.4319538474082947,4.8913187980651855,0.5540225505828857,2.3340015411376953,test,perc,promoters,3
0,0.526672899723053,0.8199338912963867,0.35335254669189453,0.5995628237724304,0.7751559019088745,0.5071044564247131,0.4446502923965454,0.64643394947052,0.9395154118537903,0.6466474533081055,0.060484569519758224,0.36287370324134827,0.07208650559186935,0.04814527556300163,0.7478474378585815,0.13192079961299896,0.8500505089759827,0.4004371762275696,0.14994950592517853,0.292651891708374,0.28588446974754333,0.64643394947052,0.46027931571006775,0.4496133327484131,5.842018127441406,0.688277542591095,1.828325867652893,train,FFNN,promoters,3
1,0.5275425910949707,0.8190919756889343,0.3554955720901489,0.5948275923728943,0.7750585675239563,0.5011131763458252,0.4450245797634125,0.6467120051383972,0.9379284381866455,0.6445044279098511,0.06207156926393509,0.3613758683204651,0.07253341376781464,0.04940681904554367,0.7465585470199585,0.1315012276172638,0.8502365946769714,0.4051724076271057,0.14976340532302856,0.2947108745574951,0.28619396686553955,0.6467120051383972,0.45984625816345215,0.4450641870498657,5.727179050445557,0.6871572732925415,1.8305516242980957,test,FFNN,promoters,3
0,0.4452992081642151,0.7959926724433899,0.0,0.0,0.7415597438812256,0.3564298748970032,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.7959926724433899,0.2040073126554489,0.7959926724433899,0.0,0.2040073126554489,0.0,0.0,0.5,0.0,-0.2040073275566101,0.0,0.9999998807907104,0.9999998807907104,train,CNN,promoters,3
1,0.445235937833786,0.7959653735160828,0.0,0.0,0.7422998547554016,0.3638351559638977,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.7959653735160828,0.20403464138507843,0.7959653735160828,0.0,0.20403464138507843,0.0,0.0,0.5,0.0,-0.20403462648391724,0.0,0.9999998807907104,0.9999998807907104,test,CNN,promoters,3
0,0.3430730998516083,0.8224995136260986,0.535672664642334,0.5690082311630249,0.8664367198944092,0.5355408191680908,0.5518374443054199,0.7158418893814087,0.8960111737251282,0.464327335357666,0.10398880392313004,0.441610187292099,0.10928113758563995,0.0827743262052536,0.7132183909416199,0.09472617506980896,0.8827565908432007,0.4309917986392975,0.11724340915679932,0.305844247341156,0.3810604512691498,0.7158418893814087,0.5520889163017273,0.4517648220062256,5.151248455047607,0.5182159543037415,2.51916766166687,train,MMNN,promoters,3
1,0.34715813398361206,0.8197426795959473,0.5245338678359985,0.562483549118042,0.8634530305862427,0.5346053242683411,0.5428462624549866,0.7099746465682983,0.8954153656959534,0.47546613216400146,0.10458461940288544,0.43116313219070435,0.10702307522296906,0.08324573189020157,0.7127196192741394,0.09701156616210938,0.8801928758621216,0.437516450881958,0.11980712413787842,0.3086886703968048,0.3725387752056122,0.7099746465682983,0.5431773662567139,0.4426764249801636,5.015397071838379,0.531000554561615,2.4479739665985107,test,MMNN,promoters,3
0,0.3398652970790863,0.8237259984016418,0.5330348014831543,0.5730774402618408,0.8717913031578064,0.5609099864959717,0.5523313283920288,0.7156314253807068,0.8982280492782593,0.4669652283191681,0.10177192836999893,0.4432172477245331,0.10874298959970474,0.08100970834493637,0.7149829864501953,0.09526431560516357,0.8824256062507629,0.4269225597381592,0.11757437139749527,0.3040836751461029,0.38153156638145447,0.7156314253807068,0.5526936054229736,0.45550304651260376,5.237537384033203,0.5198737382888794,2.5165624618530273,train,BoostedMMNN,promoters,3
1,0.3434433937072754,0.8235470652580261,0.5240432024002075,0.5740392208099365,0.8687619566917419,0.551676869392395,0.5479030609130859,0.7121819257736206,0.9003207087516785,0.47595682740211487,0.09967926889657974,0.4392695128917694,0.10692296177148819,0.07934124022722244,0.7166241407394409,0.09711167961359024,0.8806594610214233,0.4259607493877411,0.11934055387973785,0.30368557572364807,0.37731850147247314,0.7121819257736206,0.5484718680381775,0.45469868183135986,5.257288455963135,0.5286524891853333,2.474416732788086,test,BoostedMMNN,promoters,3
0,0.4286622405052185,0.8169302940368652,0.4868412911891937,0.5589125752449036,0.8340706825256348,0.5286437273025513,0.520393431186676,0.6941855549812317,0.9015297889709473,0.5131586790084839,0.09847019612789154,0.40941596031188965,0.09931918233633041,0.07838156074285507,0.7176111340522766,0.1046881228685379,0.8726885318756104,0.44108739495277405,0.12731146812438965,0.3102196455001831,0.3517106771469116,0.6941855549812317,0.5216336846351624,0.4316011071205139,4.944042205810547,0.5692087411880493,2.269956588745117,train,perc,promoters,4
1,0.42844197154045105,0.8187916278839111,0.4950932264328003,0.5636871457099915,0.8344399929046631,0.5296149253845215,0.5271682143211365,0.6984301805496216,0.9017671942710876,0.5049067735671997,0.09823281317949295,0.4170070290565491,0.10101617127656937,0.078189916908741,0.7177754640579224,0.10301847010850906,0.8744892477989197,0.43631285429000854,0.12551076710224152,0.30816686153411865,0.3579283356666565,0.6984301805496216,0.5282780528068542,0.43817639350891113,5.0399932861328125,0.5599080324172974,2.315981388092041,test,perc,promoters,4
0,0.3476738929748535,0.8211854100227356,0.42439115047454834,0.5851306915283203,0.8657010793685913,0.5574673414230347,0.4919641613960266,0.6736360788345337,0.922881007194519,0.5756088495254517,0.07711900025606155,0.3941296339035034,0.08657889813184738,0.06138616427779198,0.7346065044403076,0.11742841452360153,0.8621788620948792,0.4148693084716797,0.13782112300395966,0.2988765239715576,0.32622843980789185,0.6736360788345337,0.4983214735984802,0.44730955362319946,5.503061771392822,0.6237085461616516,2.064063787460327,train,FFNN,promoters,4
1,0.35004717111587524,0.8173900246620178,0.4190382659435272,0.5716198086738586,0.8624999523162842,0.54942786693573,0.48357871174812317,0.6692700982093811,0.9195019006729126,0.5809617042541504,0.08049808442592621,0.3825298547744751,0.08549832552671432,0.06407368183135986,0.7318916916847229,0.1185363158583641,0.8606156706809998,0.42838019132614136,0.13938431441783905,0.30473193526268005,0.3188946843147278,0.6692700982093811,0.489418625831604,0.4322354793548584,5.205562114715576,0.6318221092224121,2.0236151218414307,test,FFNN,promoters,4
0,0.4426746070384979,0.7959926724433899,0.0,0.0,0.7451885342597961,0.36278218030929565,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.7959926724433899,0.2040073126554489,0.7959926724433899,0.0,0.2040073126554489,0.0,0.0,0.5,0.0,-0.2040073275566101,0.0,0.9999998807907104,0.9999998807907104,train,CNN,promoters,4
1,0.44429951906204224,0.7959653735160828,0.0,0.0,0.74422287940979,0.37011778354644775,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.7959653735160828,0.20403464138507843,0.7959653735160828,0.0,0.20403464138507843,0.0,0.0,0.5,0.0,-0.20403462648391724,0.0,0.9999998807907104,0.9999998807907104,test,CNN,promoters,4
0,0.3421000838279724,0.8233004808425903,0.5459787845611572,0.569855272769928,0.8696126937866211,0.559349536895752,0.5576615929603577,0.720177412033081,0.8943760395050049,0.4540212154388428,0.10562394559383392,0.4474842846393585,0.11138366162776947,0.08407589048147202,0.7119168043136597,0.09262365102767944,0.8848738670349121,0.43014469742774963,0.11512615531682968,0.3054776191711426,0.3866371214389801,0.720177412033081,0.5577892661094666,0.4547291398048401,5.169076919555664,0.5076401233673096,2.573692560195923,train,MMNN,promoters,4
1,0.3449957072734833,0.8206937909126282,0.5402355194091797,0.5631713271141052,0.8668585419654846,0.5531511306762695,0.5514650344848633,0.7164104580879211,0.8925853967666626,0.4597644805908203,0.1074146255850792,0.4396243393421173,0.11022675782442093,0.08549832552671432,0.7104670405387878,0.0938078761100769,0.8833634257316589,0.4368286430835724,0.11663658171892166,0.30839043855667114,0.3807053864002228,0.7164104580879211,0.5515841841697693,0.44653475284576416,5.0294365882873535,0.5150929093360901,2.5262227058410645,test,MMNN,promoters,4
0,0.33967864513397217,0.8268922567367554,0.5366541743278503,0.5821521282196045,0.8723205327987671,0.568276584148407,0.558478057384491,0.7189662456512451,0.9012782573699951,0.46334579586982727,0.09872175753116608,0.4516182839870453,0.10948137938976288,0.0785817950963974,0.7174109220504761,0.09452593326568604,0.883579671382904,0.4178478717803955,0.11642030626535416,0.3001623749732971,0.38742250204086304,0.7189662456512451,0.5589404106140137,0.46573179960250854,5.43602180480957,0.5140984058380127,2.558290958404541,train,BoostedMMNN,promoters,4
1,0.34321972727775574,0.82259601354599,0.5267419219017029,0.5707070827484131,0.8690943717956543,0.5603953003883362,0.5478438138961792,0.7125879526138306,0.898434042930603,0.4732581079006195,0.10156594216823578,0.4382583200931549,0.10747359693050385,0.08084297180175781,0.715122401714325,0.09656104445457458,0.881036102771759,0.4292929172515869,0.11896391957998276,0.3051268756389618,0.3772623538970947,0.7125879526138306,0.5482839941978455,0.4517431855201721,5.186201095581055,0.5267587900161743,2.47932505607605,test,BoostedMMNN,promoters,4
0,0.4659164845943451,0.8134636282920837,0.45169007778167725,0.5523630976676941,0.8059315085411072,0.49986883997917175,0.4969795048236847,0.6789368391036987,0.906183660030365,0.5483099222183228,0.09381633251905441,0.3868194818496704,0.0921480804681778,0.07467710971832275,0.7213155627250671,0.11185923218727112,0.8657433986663818,0.4476369023323059,0.13425661623477936,0.31306496262550354,0.3306538462638855,0.6789368391036987,0.4994966685771942,0.4181064963340759,4.814615726470947,0.6050758361816406,2.114651918411255,train,perc,promoters,5
1,0.4586084485054016,0.8192921876907349,0.46172717213630676,0.5706488490104675,0.8152866959571838,0.5194406509399414,0.5104420781135559,0.6863380670547485,0.9109489917755127,0.5382727980613708,0.08905100077390671,0.404529869556427,0.09420833736658096,0.07088151574134827,0.7250838279724121,0.10982629656791687,0.8684573173522949,0.4293511211872101,0.1315426528453827,0.3051520884037018,0.34268027544021606,0.6863380670547485,0.5133070349693298,0.43910616636276245,5.184968948364258,0.5908922553062439,2.188145875930786,test,perc,promoters,5
0,0.5222610831260681,0.8216234445571899,0.3683209717273712,0.6028112173080444,0.8176531791687012,0.535038948059082,0.457256019115448,0.6530613303184509,0.9378016591072083,0.6316790580749512,0.062198322266340256,0.37345340847969055,0.07514017075300217,0.04950940981507301,0.7464832663536072,0.12886713445186615,0.8527822494506836,0.3971887528896332,0.1472177803516388,0.29125142097473145,0.2963913679122925,0.6530613303184509,0.47119849920272827,0.455593466758728,5.921709060668945,0.6735741496086121,1.8823535442352295,train,FFNN,promoters,5
1,0.5209392309188843,0.8230965733528137,0.37046122550964355,0.6093623638153076,0.8232659697532654,0.5444745421409607,0.460787296295166,0.654792308807373,0.9391233325004578,0.6295387744903564,0.06087667495012283,0.37848731875419617,0.07558692246675491,0.048455722630023956,0.7475096583366394,0.12844771146774292,0.853363037109375,0.39063760638237,0.1466369479894638,0.2884446978569031,0.2993655800819397,0.654792308807373,0.4751264452934265,0.4627254009246826,6.085427761077881,0.6703472137451172,1.8968063592910767,test,FFNN,promoters,5
0,0.44123968482017517,0.7959926724433899,0.0,0.0,0.7435842752456665,0.36174964904785156,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.7959926724433899,0.2040073126554489,0.7959926724433899,0.0,0.2040073126554489,0.0,0.0,0.5,0.0,-0.2040073275566101,0.0,0.9999998807907104,0.9999998807907104,train,CNN,promoters,5
1,0.44067278504371643,0.7959653735160828,0.0,0.0,0.7454349994659424,0.3670862913131714,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.7959653735160828,0.20403464138507843,0.7959653735160828,0.0,0.20403464138507843,0.0,0.0,0.5,0.0,-0.20403462648391724,0.0,0.9999998807907104,0.9999998807907104,test,CNN,promoters,5
