,loss,accuracy,recall,precision,AUROC,AUPRC,f1_score,balanced_accuracy,specificity,miss_rate,fall_out,mcc,true_positives_over_total,false_positives_over_total,true_negatives_over_total,false_negatives_over_total,negative_predictive_value,false_discovery_rate,false_omission_rate,prevalence_threshold,threat_score,fowlkes_mallows_index,informedness,markedness,positive_likelyhood_ratio,negative_likelyhood_ratio,DOR,run_type,model_name,task,holdout_number
0,0.3695504069328308,0.7991089224815369,0.034721795469522476,0.6409965753555298,0.8611388206481934,0.5466077923774719,0.06587523221969604,0.5148689150810242,0.9950159788131714,0.9652782082557678,0.004984041675925255,0.11463109403848648,0.007083500269800425,0.00396726094186306,0.7920254468917847,0.19692380726337433,0.800875723361969,0.3590033948421478,0.199124276638031,0.2747662365436554,0.03405945375561714,0.5148689150810242,0.14918629825115204,0.4418722987174988,6.966454029083252,0.9701131582260132,1.0612983703613281,train,tuned_FFNN,promoters,0
1,0.365994930267334,0.7993192076683044,0.03778214007616043,0.6390041708946228,0.8650892972946167,0.5487097501754761,0.07134584337472916,0.5161554217338562,0.9945286512374878,0.9622178673744202,0.005471353884786367,0.11927206814289093,0.007708865217864513,0.004355008248239756,0.7916103601455688,0.19632577896118164,0.8012768626213074,0.3609958589076996,0.19872315227985382,0.2756459712982178,0.03699255362153053,0.5161554217338562,0.1553799957036972,0.4402810335159302,6.905319690704346,0.9675113558769226,1.0667791366577148,test,tuned_FFNN,promoters,0
0,0.3541456162929535,0.8229250311851501,0.39058953523635864,0.6016821265220642,0.8633817434310913,0.5675524473190308,0.4736822545528412,0.6621595621109009,0.9337295293807983,0.6094104647636414,0.06627045571804047,0.38556623458862305,0.07968311756849289,0.05275079980492592,0.7432419061660767,0.12432418763637543,0.8566977381706238,0.3983179032802582,0.14330227673053741,0.2917381525039673,0.3103431463241577,0.6621595621109009,0.4847790598869324,0.458379864692688,5.893862724304199,0.6526626348495483,1.9599769115447998,train,FFNN,promoters,0
1,0.3558658957481384,0.8213946223258972,0.3947497606277466,0.5937269330024719,0.8641729354858398,0.5521929264068604,0.47421160340309143,0.6627544164657593,0.930759072303772,0.6052502393722534,0.06924092769622803,0.3830883800983429,0.08054262399673462,0.055113378912210464,0.7408519983291626,0.12349201738834381,0.8571262955665588,0.4062730669975281,0.14287368953227997,0.29518553614616394,0.3107977509498596,0.6627544164657593,0.4841214418411255,0.45085322856903076,5.701096534729004,0.6502758860588074,1.9651978015899658,test,FFNN,promoters,0
0,0.43593910336494446,0.7959926724433899,0.0,0.0,0.7996231317520142,0.4050990343093872,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.7959926724433899,0.2040073126554489,0.7959926724433899,0.0,0.2040073126554489,0.0,0.0,0.5,0.0,-0.2040073275566101,0.0,0.9999998807907104,0.9999998807907104,train,tuned_FFNN,promoters,1
1,0.43596160411834717,0.7959653735160828,0.0,0.0,0.8002186417579651,0.405173122882843,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.7959653735160828,0.20403464138507843,0.7959653735160828,0.0,0.20403464138507843,0.0,0.0,0.5,0.0,-0.20403462648391724,0.0,0.9999998807907104,0.9999998807907104,test,tuned_FFNN,promoters,1
0,0.3392447233200073,0.8280436396598816,0.5292313098907471,0.5871503353118896,0.8734042644500732,0.5782204866409302,0.5566883683204651,0.7169291973114014,0.9046271443367004,0.47076866030693054,0.09537286311388016,0.4513135254383087,0.1079670637845993,0.0759160965681076,0.7200766205787659,0.09604024887084961,0.8823204636573792,0.41284966468811035,0.11767952889204025,0.29800501465797424,0.3857021629810333,0.7169291973114014,0.5574390888214111,0.4694707989692688,5.549070835113525,0.5204007029533386,2.5326850414276123,train,FFNN,promoters,1
1,0.3440898060798645,0.8220453262329102,0.5125122666358948,0.5712332725524902,0.868695855140686,0.5494054555892944,0.5402818918228149,0.7069510221481323,0.9013898372650146,0.4874877333641052,0.09861014783382416,0.4313247799873352,0.10457025468349457,0.07849026471376419,0.7174751162528992,0.09946438670158386,0.8782475590705872,0.42876675724983215,0.12175244837999344,0.3048992455005646,0.3701275587081909,0.7069510221481323,0.5410767793655396,0.4494808316230774,5.197353363037109,0.5408177971839905,2.4123988151550293,test,FFNN,promoters,1
0,0.42442816495895386,0.7959926724433899,0.0,0.0,0.7970519065856934,0.39711257815361023,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.7959926724433899,0.2040073126554489,0.7959926724433899,0.0,0.2040073126554489,0.0,0.0,0.5,0.0,-0.2040073275566101,0.0,0.9999998807907104,0.9999998807907104,train,tuned_FFNN,promoters,2
1,0.42604535818099976,0.7959653735160828,0.0,0.0,0.7961812019348145,0.39787203073501587,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.7959653735160828,0.20403464138507843,0.7959653735160828,0.0,0.20403464138507843,0.0,0.0,0.5,0.0,-0.20403462648391724,0.0,0.9999998807907104,0.9999998807907104,test,tuned_FFNN,promoters,2
